experiment,method,variant,source_n,target_n,smoke_only,metric,mean,std,independent_units,ci95_low,ci95_high,interval_unit,small_sample
P-T,AN,fixed-edge,4,6,False,attempts,1.0,0.4714045207910317,10,0.7,1.3,training_seed_or_data_batch,False
P-T,AN,fixed-edge,4,6,False,forward_kl_training,3.742147990010326e-09,2.82557984506787e-09,9,2.0629687471507094e-09,5.443052296457055e-09,training_seed_or_data_batch,False
P-T,AN,fixed-edge,4,6,False,direction_loss,-0.06956381576423196,0.017826978136562255,10,-0.08078784601714657,-0.059661588488773606,training_seed_or_data_batch,False
P-T,AN,fixed-edge,4,6,False,direction_steps,100.0,0.0,10,100.0,100.0,training_seed_or_data_batch,False
P-T,AN,fixed-edge,4,6,False,q_bound,5.0,0.0,10,5.0,5.0,training_seed_or_data_batch,False
P-T,AN,fixed-edge,4,6,False,direction_check_score,0.0633166811146842,0.060173847686242316,10,0.029645160728524543,0.1013443002440891,training_seed_or_data_batch,False
P-T,AN,fixed-edge,4,6,False,return_check_gain,0.0634837962962963,0.02160115742105067,9,0.05034577546296296,0.07616030092592592,training_seed_or_data_batch,False
P-T,AN,fixed-edge,4,6,False,return_check_standard_error,0.05189756491800225,0.0112295309204851,9,0.045568510066053974,0.058668006454954874,training_seed_or_data_batch,False
P-T,AN,fixed-edge,4,6,False,target_true_coefficient_0,0.16666666666666632,0.0,10,0.16666666666666632,0.16666666666666632,training_seed_or_data_batch,False
P-T,AN,fixed-edge,4,6,False,target_true_coefficient_1,0.46666666666666645,1.1702778228589004e-16,10,0.46666666666666645,0.46666666666666645,training_seed_or_data_batch,False
P-T,AN,fixed-edge,4,6,False,frozen_actor_p_0,0.30211514169746834,0.0019905535568748105,10,0.30100137992338905,0.3032975990626384,training_seed_or_data_batch,False
P-T,AN,fixed-edge,4,6,False,frozen_actor_p_1,0.7128449229758281,0.0053873887927538,10,0.7093056469645048,0.7155671121255678,training_seed_or_data_batch,False
