kind,truth_class,true_value,sample_size,seed,mode,evaluation_batch_id,mean,radius,decision_value,alpha,accepted,false_accept,false_reject,evaluation_episodes
direction,-1,-0.18,128,2039,hoeffding,1222cf37dc0aa582bc0fa0c1553202485a89c1c3649945863609b3fdc36cbace,-0.15093750000000003,4.231088082359859,-4.3820255823598595,6.485084306095979e-05,False,False,False,128
direction,-1,-0.18,128,2040,empirical,a7c296fd53846fa42041176bb0dcac92f77fb5b33a132795f843cc9541ef66c9,-0.1964322916666667,4.231088082359859,-0.1964322916666667,6.485084306095979e-05,False,False,False,128
direction,-1,-0.18,128,2040,hoeffding,a7c296fd53846fa42041176bb0dcac92f77fb5b33a132795f843cc9541ef66c9,-0.1964322916666667,4.231088082359859,-4.427520374026526,6.485084306095979e-05,False,False,False,128
direction,-1,-0.18,128,2041,empirical,b4b540c3e90cec11690c66eb2878966cb780248070f6a4d4e29fcd4114f002d0,-0.18148437500000003,4.231088082359859,-0.18148437500000003,6.485084306095979e-05,False,False,False,128
direction,-1,-0.18,128,2041,hoeffding,b4b540c3e90cec11690c66eb2878966cb780248070f6a4d4e29fcd4114f002d0,-0.18148437500000003,4.231088082359859,-4.412572457359859,6.485084306095979e-05,False,False,False,128
direction,-1,-0.18,128,2042,empirical,e8256e02341d677c0520404c9d88731e7d7187d4fdb3a842412898390c7fdfdb,-0.17377604166666671,4.231088082359859,-0.17377604166666671,6.485084306095979e-05,False,False,False,128
direction,-1,-0.18,128,2042,hoeffding,e8256e02341d677c0520404c9d88731e7d7187d4fdb3a842412898390c7fdfdb,-0.17377604166666671,4.231088082359859,-4.404864124026526,6.485084306095979e-05,False,False,False,128
direction,-1,-0.18,128,2043,empirical,44d711e7c6ec22f154adcfdc5a105e981d5c5fecb73fa80d47a7b6c3a652e688,-0.1672526041666667,4.231088082359859,-0.1672526041666667,6.485084306095979e-05,False,False,False,128
direction,-1,-0.18,128,2043,hoeffding,44d711e7c6ec22f154adcfdc5a105e981d5c5fecb73fa80d47a7b6c3a652e688,-0.1672526041666667,4.231088082359859,-4.3983406865265255,6.485084306095979e-05,False,False,False,128
direction,-1,-0.18,128,2044,empirical,8c3dbbda5b48810526b0363c7bb2d3f912bf872d2971e8a8e14ff8089f245788,-0.1814322916666667,4.231088082359859,-0.1814322916666667,6.485084306095979e-05,False,False,False,128
direction,-1,-0.18,128,2044,hoeffding,8c3dbbda5b48810526b0363c7bb2d3f912bf872d2971e8a8e14ff8089f245788,-0.1814322916666667,4.231088082359859,-4.412520374026526,6.485084306095979e-05,False,False,False,128
direction,-1,-0.18,128,2045,empirical,c5140a573603e9cb1dd1a93e6ec099a85d989f3620a0b4ef9a316c5e3613ef15,-0.18915364583333336,4.231088082359859,-0.18915364583333336,6.485084306095979e-05,False,False,False,128
direction,-1,-0.18,128,2045,hoeffding,c5140a573603e9cb1dd1a93e6ec099a85d989f3620a0b4ef9a316c5e3613ef15,-0.18915364583333336,4.231088082359859,-4.420241728193193,6.485084306095979e-05,False,False,False,128
direction,-1,-0.18,128,2046,empirical,176adc88565920f19614f3e56436d89e878d8b59c0df81bdd9fa62fffd1adddb,-0.17778645833333334,4.231088082359859,-0.17778645833333334,6.485084306095979e-05,False,False,False,128
direction,-1,-0.18,128,2046,hoeffding,176adc88565920f19614f3e56436d89e878d8b59c0df81bdd9fa62fffd1adddb,-0.17778645833333334,4.231088082359859,-4.408874540693192,6.485084306095979e-05,False,False,False,128
direction,-1,-0.18,128,2047,empirical,4060f0b990af8a1c4579ed9ebd72ba1aea6df5595c11d0740003620e8aec90d6,-0.1964713541666667,4.231088082359859,-0.1964713541666667,6.485084306095979e-05,False,False,False,128
direction,-1,-0.18,128,2047,hoeffding,4060f0b990af8a1c4579ed9ebd72ba1aea6df5595c11d0740003620e8aec90d6,-0.1964713541666667,4.231088082359859,-4.427559436526526,6.485084306095979e-05,False,False,False,128
direction,-1,-0.18,128,2048,empirical,2e87d031f9969219191190afc5f875140d5f187ecad4d8bfc1770e82d39cd8f9,-0.18230468750000006,4.231088082359859,-0.18230468750000006,6.485084306095979e-05,False,False,False,128
direction,-1,-0.18,128,2048,hoeffding,2e87d031f9969219191190afc5f875140d5f187ecad4d8bfc1770e82d39cd8f9,-0.18230468750000006,4.231088082359859,-4.413392769859859,6.485084306095979e-05,False,False,False,128
direction,-1,-0.18,128,2049,empirical,aab73f0e12c4c19892d64f7f9c5d11017fd5483e461a1a0c63b4ab938f2bfc63,-0.17114583333333339,4.231088082359859,-0.17114583333333339,6.485084306095979e-05,False,False,False,128
direction,-1,-0.18,128,2049,hoeffding,aab73f0e12c4c19892d64f7f9c5d11017fd5483e461a1a0c63b4ab938f2bfc63,-0.17114583333333339,4.231088082359859,-4.402233915693192,6.485084306095979e-05,False,False,False,128
direction,-1,-0.18,128,2050,empirical,da4ceac06fac6c46672252c5f2dc6cea1c5a8f4bded5c2bdb84885a11493de54,-0.20153645833333336,4.231088082359859,-0.20153645833333336,6.485084306095979e-05,False,False,False,128
direction,-1,-0.18,128,2050,hoeffding,da4ceac06fac6c46672252c5f2dc6cea1c5a8f4bded5c2bdb84885a11493de54,-0.20153645833333336,4.231088082359859,-4.432624540693192,6.485084306095979e-05,False,False,False,128
direction,-1,-0.18,128,2051,empirical,ace07b21c2e1b1586f4a7c101cb7f039bdfa89a890ca1ea9bbeae03180f5f624,-0.16661458333333334,4.231088082359859,-0.16661458333333334,6.485084306095979e-05,False,False,False,128
