method,seed,requested_kl,variant,check_episodes,repeats,candidate_p_0,candidate_p_1,actual_kl,exact_return_gain,return_class,direction_gate_applicable,return_accept_rate,return_false_accept_rate,return_false_reject_rate,all_zero_pair_rate,return_check_steps,direction_check_steps,exact_direction_score,direction_accept_rate,direction_false_accept_rate,direction_false_reject_rate,reject_positive_return_rate
DA,1003,0.0003,reversed,32,100,0.28742727376810806,0.6898157717143194,0.0002993686662688653,-0.01802684911353314,negative,False,0.5,0.5,,0.21,64,0,,,,,
DA,1003,0.0003,reversed,128,100,0.28742727376810806,0.6898157717143194,0.0002993686662688653,-0.01802684911353314,negative,False,0.37,0.37,,0.0,256,0,,,,,
DA,1003,0.0003,reversed,512,100,0.28742727376810806,0.6898157717143194,0.0002993686662688653,-0.01802684911353314,negative,False,0.25,0.25,,0.0,1024,0,,,,,
DA,1003,0.0003,near_zero,8,100,0.3000012729008145,0.7000010088327667,2.9970222471170027e-12,1.987679849657642e-06,positive,False,1.0,,0.0,1.0,16,0,,,,,
DA,1003,0.0003,near_zero,32,100,0.3000012729008145,0.7000010088327667,2.9970222471170027e-12,1.987679849657642e-06,positive,False,1.0,,0.0,1.0,64,0,,,,,
DA,1003,0.0003,near_zero,128,100,0.3000012729008145,0.7000010088327667,2.9970222471170027e-12,1.987679849657642e-06,positive,False,1.0,,0.0,1.0,256,0,,,,,
DA,1003,0.0003,near_zero,512,100,0.3000012729008145,0.7000010088327667,2.9970222471170027e-12,1.987679849657642e-06,positive,False,1.0,,0.0,1.0,1024,0,,,,,
AN,1004,0.0003,original,8,100,0.3018023485059737,0.7142814467250364,0.00030000000000001396,0.026405199209596664,positive,True,0.87,,0.13,0.72,16,8,0.06601781495671098,0.62,,0.38,0.38
AN,1004,0.0003,original,32,100,0.3018023485059737,0.7142814467250364,0.00030000000000001396,0.026405199209596664,positive,True,0.76,,0.24,0.3,64,32,0.06601781495671098,0.8,,0.19999999999999996,0.19999999999999996
AN,1004,0.0003,original,128,100,0.3018023485059737,0.7142814467250364,0.00030000000000001396,0.026405199209596664,positive,True,0.74,,0.26,0.02,256,128,0.06601781495671098,0.92,,0.07999999999999996,0.07999999999999996
AN,1004,0.0003,original,512,100,0.3018023485059737,0.7142814467250364,0.00030000000000001396,0.026405199209596664,positive,True,0.89,,0.10999999999999999,0.0,1024,512,0.06601781495671098,0.98,,0.020000000000000018,0.020000000000000018
AN,1004,0.0003,reversed,8,100,0.29820381786770744,0.68531919492142,0.0003055031890177204,-0.0242610919256378,negative,True,0.8,0.8,,0.64,16,8,-0.1783387984096395,0.13,0.13,,
AN,1004,0.0003,reversed,32,100,0.29820381786770744,0.68531919492142,0.0003055031890177204,-0.0242610919256378,negative,True,0.55,0.55,,0.26,64,32,-0.1783387984096395,0.06,0.06,,
AN,1004,0.0003,reversed,128,100,0.29820381786770744,0.68531919492142,0.0003055031890177204,-0.0242610919256378,negative,True,0.24,0.24,,0.0,256,128,-0.1783387984096395,0.0,0.0,,
AN,1004,0.0003,reversed,512,100,0.29820381786770744,0.68531919492142,0.0003055031890177204,-0.0242610919256378,negative,True,0.08,0.08,,0.0,1024,512,-0.1783387984096395,0.0,0.0,,
AN,1004,0.0003,near_zero,8,100,0.30000017992713507,0.7000014484091732,3.0277417273873785e-12,2.5374112295195594e-06,positive,True,1.0,,0.0,1.0,16,8,1.221726906340026e-05,0.8,,0.19999999999999996,0.19999999999999996
AN,1004,0.0003,near_zero,32,100,0.30000017992713507,0.7000014484091732,3.0277417273873785e-12,2.5374112295195594e-06,positive,True,1.0,,0.0,1.0,64,32,1.221726906340026e-05,0.89,,0.10999999999999999,0.10999999999999999
AN,1004,0.0003,near_zero,128,100,0.30000017992713507,0.7000014484091732,3.0277417273873785e-12,2.5374112295195594e-06,positive,True,1.0,,0.0,1.0,256,128,1.221726906340026e-05,1.0,,0.0,0.0
AN,1004,0.0003,near_zero,512,100,0.30000017992713507,0.7000014484091732,3.0277417273873785e-12,2.5374112295195594e-06,positive,True,1.0,,0.0,1.0,1024,512,1.221726906340026e-05,1.0,,0.0,0.0
SA,1004,0.0003,original,8,100,0.30181944279423906,0.714280047128933,0.00030000000000001174,0.026407846422374037,positive,True,0.87,,0.13,0.72,16,8,0.06596718821334563,0.62,,0.38,0.38
SA,1004,0.0003,original,32,100,0.30181944279423906,0.714280047128933,0.00030000000000001174,0.026407846422374037,positive,True,0.76,,0.24,0.3,64,32,0.06596718821334563,0.8,,0.19999999999999996,0.19999999999999996
SA,1004,0.0003,original,128,100,0.30181944279423906,0.714280047128933,0.00030000000000001174,0.026407846422374037,positive,True,0.74,,0.26,0.02,256,128,0.06596718821334563,0.92,,0.07999999999999996,0.07999999999999996
SA,1004,0.0003,original,512,100,0.30181944279423906,0.714280047128933,0.00030000000000001174,0.026407846422374037,positive,True,0.89,,0.10999999999999999,0.0,1024,512,0.06596718821334563,0.98,,0.020000000000000018,0.020000000000000018
SA,1004,0.0003,reversed,8,100,0.29818684089958963,0.6853206738829283,0.00030550134391942794,-0.02425999557146641,negative,True,0.8,0.8,,0.64,16,8,-0.17708492489528768,0.13,0.13,,
SA,1004,0.0003,reversed,32,100,0.29818684089958963,0.6853206738829283,0.00030550134391942794,-0.02425999557146641,negative,True,0.55,0.55,,0.26,64,32,-0.17708492489528768,0.06,0.06,,
SA,1004,0.0003,reversed,128,100,0.29818684089958963,0.6853206738829283,0.00030550134391942794,-0.02425999557146641,negative,True,0.24,0.24,,0.0,256,128,-0.17708492489528768,0.0,0.0,,
SA,1004,0.0003,reversed,512,100,0.29818684089958963,0.6853206738829283,0.00030550134391942794,-0.02425999557146641,negative,True,0.08,0.08,,0.0,1024,512,-0.17708492489528768,0.0,0.0,,
SA,1004,0.0003,near_zero,8,100,0.3000001816307149,0.7000014482651566,3.027788822673356e-12,2.5374894740970433e-06,positive,True,1.0,,0.0,1.0,16,8,1.215205006674826e-05,0.8,,0.19999999999999996,0.19999999999999996
SA,1004,0.0003,near_zero,32,100,0.3000001816307149,0.7000014482651566,3.027788822673356e-12,2.5374894740970433e-06,positive,True,1.0,,0.0,1.0,64,32,1.215205006674826e-05,0.89,,0.10999999999999999,0.10999999999999999
SA,1004,0.0003,near_zero,128,100,0.3000001816307149,0.7000014482651566,3.027788822673356e-12,2.5374894740970433e-06,positive,True,1.0,,0.0,1.0,256,128,1.215205006674826e-05,1.0,,0.0,0.0
SA,1004,0.0003,near_zero,512,100,0.3000001816307149,0.7000014482651566,3.027788822673356e-12,2.5374894740970433e-06,positive,True,1.0,,0.0,1.0,1024,512,1.215205006674826e-05,1.0,,0.0,0.0
DA,1004,0.0003,original,8,100,0.31288120318364,0.7099904309709048,0.00030000000000001965,0.02172465267965934,positive,False,0.86,,0.14,0.67,16,0,,,,,
DA,1004,0.0003,original,32,100,0.31288120318364,0.7099904309709048,0.00030000000000001965,0.02172465267965934,positive,False,0.65,,0.35,0.22,64,0,,,,,
DA,1004,0.0003,original,128,100,0.31288120318364,0.7099904309709048,0.00030000000000001965,0.02172465267965934,positive,False,0.67,,0.32999999999999996,0.0,256,0,,,,,
DA,1004,0.0003,original,512,100,0.31288120318364,0.7099904309709048,0.00030000000000001965,0.02172465267965934,positive,False,0.81,,0.18999999999999995,0.0,1024,0,,,,,
DA,1004,0.0003,reversed,8,100,0.28742727644806326,0.689815769307718,0.0002993686691912384,-0.018026852624990375,negative,False,0.84,0.84,,0.68,16,0,,,,,
DA,1004,0.0003,reversed,32,100,0.28742727644806326,0.689815769307718,0.0002993686691912384,-0.018026852624990375,negative,False,0.5,0.5,,0.18,64,0,,,,,
DA,1004,0.0003,reversed,128,100,0.28742727644806326,0.689815769307718,0.0002993686691912384,-0.018026852624990375,negative,False,0.28,0.28,,0.01,256,0,,,,,
DA,1004,0.0003,reversed,512,100,0.28742727644806326,0.689815769307718,0.0002993686691912384,-0.018026852624990375,negative,False,0.18,0.18,,0.0,1024,0,,,,,
DA,1004,0.0003,near_zero,8,100,0.30000127290053974,0.7000010088330029,2.9970399961841923e-12,1.987680204984521e-06,positive,False,1.0,,0.0,1.0,16,0,,,,,
DA,1004,0.0003,near_zero,32,100,0.30000127290053974,0.7000010088330029,2.9970399961841923e-12,1.987680204984521e-06,positive,False,1.0,,0.0,1.0,64,0,,,,,
DA,1004,0.0003,near_zero,128,100,0.30000127290053974,0.7000010088330029,2.9970399961841923e-12,1.987680204984521e-06,positive,False,1.0,,0.0,1.0,256,0,,,,,
DA,1004,0.0003,near_zero,512,100,0.30000127290053974,0.7000010088330029,2.9970399961841923e-12,1.987680204984521e-06,positive,False,1.0,,0.0,1.0,1024,0,,,,,
AN,1005,0.0003,original,8,100,0.3036487089389786,0.7140524787720318,0.0003000000000000044,0.026548536300502135,positive,True,0.88,,0.12,0.73,16,8,0.06619785721058696,0.67,,0.32999999999999996,0.32999999999999996
AN,1005,0.0003,original,32,100,0.3036487089389786,0.7140524787720318,0.0003000000000000044,0.026548536300502135,positive,True,0.71,,0.29000000000000004,0.19,64,32,0.06619785721058696,0.75,,0.25,0.25
AN,1005,0.0003,original,128,100,0.3036487089389786,0.7140524787720318,0.0003000000000000044,0.026548536300502135,positive,True,0.71,,0.29000000000000004,0.0,256,128,0.06619785721058696,0.86,,0.14,0.14
AN,1005,0.0003,original,512,100,0.3036487089389786,0.7140524787720318,0.0003000000000000044,0.026548536300502135,positive,True,0.93,,0.06999999999999995,0.0,1024,512,0.06619785721058696,1.0,,0.0,0.0
AN,1005,0.0003,reversed,8,100,0.2963764742813646,0.685561038954478,0.00030518766991381193,-0.024009946277704197,negative,True,0.83,0.83,,0.69,16,8,-0.19680446503696603,0.06,0.06,,
AN,1005,0.0003,reversed,32,100,0.2963764742813646,0.685561038954478,0.00030518766991381193,-0.024009946277704197,negative,True,0.55,0.55,,0.23,64,32,-0.19680446503696603,0.03,0.03,,
AN,1005,0.0003,reversed,128,100,0.2963764742813646,0.685561038954478,0.00030518766991381193,-0.024009946277704197,negative,True,0.26,0.26,,0.0,256,128,-0.19680446503696603,0.0,0.0,,
AN,1005,0.0003,reversed,512,100,0.2963764742813646,0.685561038954478,0.00030518766991381193,-0.024009946277704197,negative,True,0.12,0.12,,0.0,1024,512,-0.19680446503696603,0.0,0.0,,
AN,1005,0.0003,near_zero,8,100,0.30000036361658283,0.7000014248543067,3.0262141542678063e-12,2.531978637476673e-06,positive,True,1.0,,0.0,1.0,16,8,1.3149463079338519e-05,0.84,,0.16000000000000003,0.16000000000000003
AN,1005,0.0003,near_zero,32,100,0.30000036361658283,0.7000014248543067,3.0262141542678063e-12,2.531978637476673e-06,positive,True,1.0,,0.0,1.0,64,32,1.3149463079338519e-05,0.88,,0.12,0.12
AN,1005,0.0003,near_zero,128,100,0.30000036361658283,0.7000014248543067,3.0262141542678063e-12,2.531978637476673e-06,positive,True,1.0,,0.0,1.0,256,128,1.3149463079338519e-05,1.0,,0.0,0.0
AN,1005,0.0003,near_zero,512,100,0.30000036361658283,0.7000014248543067,3.0262141542678063e-12,2.531978637476673e-06,positive,True,1.0,,0.0,1.0,1024,512,1.3149463079338519e-05,1.0,,0.0,0.0
SA,1005,0.0003,original,8,100,0.30368694819497394,0.714046052224769,0.0003000000000000193,0.026548396072963998,positive,True,0.88,,0.12,0.73,16,8,0.06617234514635359,0.67,,0.32999999999999996,0.32999999999999996
SA,1005,0.0003,original,32,100,0.30368694819497394,0.714046052224769,0.0003000000000000193,0.026548396072963998,positive,True,0.71,,0.29000000000000004,0.19,64,32,0.06617234514635359,0.75,,0.25,0.25
SA,1005,0.0003,original,128,100,0.30368694819497394,0.714046052224769,0.0003000000000000193,0.026548396072963998,positive,True,0.7,,0.30000000000000004,0.0,256,128,0.06617234514635359,0.86,,0.14,0.14
SA,1005,0.0003,original,512,100,0.30368694819497394,0.714046052224769,0.0003000000000000193,0.026548396072963998,positive,True,0.94,,0.06000000000000005,0.0,1024,512,0.06617234514635359,1.0,,0.0,0.0
SA,1005,0.0003,reversed,8,100,0.29633876378266955,0.6855678237733321,0.00030517853396095377,-0.024001896578147774,negative,True,0.83,0.83,,0.69,16,8,-0.19564018225207705,0.06,0.06,,
SA,1005,0.0003,reversed,32,100,0.29633876378266955,0.6855678237733321,0.00030517853396095377,-0.024001896578147774,negative,True,0.55,0.55,,0.23,64,32,-0.19564018225207705,0.03,0.03,,
SA,1005,0.0003,reversed,128,100,0.29633876378266955,0.6855678237733321,0.00030517853396095377,-0.024001896578147774,negative,True,0.26,0.26,,0.0,256,128,-0.19564018225207705,0.0,0.0,,
SA,1005,0.0003,reversed,512,100,0.29633876378266955,0.6855678237733321,0.00030517853396095377,-0.024001896578147774,negative,True,0.12,0.12,,0.0,1024,512,-0.19564018225207705,0.0,0.0,,
SA,1005,0.0003,near_zero,8,100,0.30000036741422276,0.7000014241933449,3.026167081089389e-12,2.5315656781987883e-06,positive,True,1.0,,0.0,1.0,16,8,1.3089979030736004e-05,0.84,,0.16000000000000003,0.16000000000000003
SA,1005,0.0003,near_zero,32,100,0.30000036741422276,0.7000014241933449,3.026167081089389e-12,2.5315656781987883e-06,positive,True,1.0,,0.0,1.0,64,32,1.3089979030736004e-05,0.88,,0.12,0.12
SA,1005,0.0003,near_zero,128,100,0.30000036741422276,0.7000014241933449,3.026167081089389e-12,2.5315656781987883e-06,positive,True,1.0,,0.0,1.0,256,128,1.3089979030736004e-05,1.0,,0.0,0.0
SA,1005,0.0003,near_zero,512,100,0.30000036741422276,0.7000014241933449,3.026167081089389e-12,2.5315656781987883e-06,positive,True,1.0,,0.0,1.0,1024,512,1.3089979030736004e-05,1.0,,0.0,0.0
DA,1005,0.0003,original,8,100,0.3128812063530053,0.7099904283617077,0.00030000000000000165,0.021724648673270897,positive,False,0.89,,0.10999999999999999,0.74,16,0,,,,,
DA,1005,0.0003,original,32,100,0.3128812063530053,0.7099904283617077,0.00030000000000000165,0.021724648673270897,positive,False,0.73,,0.27,0.16,64,0,,,,,
DA,1005,0.0003,original,128,100,0.3128812063530053,0.7099904283617077,0.00030000000000000165,0.021724648673270897,positive,False,0.74,,0.26,0.0,256,0,,,,,
DA,1005,0.0003,original,512,100,0.3128812063530053,0.7099904283617077,0.00030000000000000165,0.021724648673270897,positive,False,0.89,,0.10999999999999999,0.0,1024,0,,,,,
DA,1005,0.0003,reversed,8,100,0.2874272734286805,0.6898157720191261,0.0002993686658987197,-0.018026848668791506,negative,False,0.85,0.85,,0.73,16,0,,,,,
DA,1005,0.0003,reversed,32,100,0.2874272734286805,0.6898157720191261,0.0002993686658987197,-0.018026848668791506,negative,False,0.54,0.54,,0.19,64,0,,,,,
DA,1005,0.0003,reversed,128,100,0.2874272734286805,0.6898157720191261,0.0002993686658987197,-0.018026848668791506,negative,False,0.34,0.34,,0.0,256,0,,,,,
DA,1005,0.0003,reversed,512,100,0.2874272734286805,0.6898157720191261,0.0002993686658987197,-0.018026848668791506,negative,False,0.18,0.18,,0.0,1024,0,,,,,
DA,1005,0.0003,near_zero,8,100,0.3000012729008494,0.7000010088327369,2.997020028483604e-12,1.9876798047491206e-06,positive,False,1.0,,0.0,1.0,16,0,,,,,
DA,1005,0.0003,near_zero,32,100,0.3000012729008494,0.7000010088327369,2.997020028483604e-12,1.9876798047491206e-06,positive,False,1.0,,0.0,1.0,64,0,,,,,
DA,1005,0.0003,near_zero,128,100,0.3000012729008494,0.7000010088327369,2.997020028483604e-12,1.9876798047491206e-06,positive,False,1.0,,0.0,1.0,256,0,,,,,
DA,1005,0.0003,near_zero,512,100,0.3000012729008494,0.7000010088327369,2.997020028483604e-12,1.9876798047491206e-06,positive,False,1.0,,0.0,1.0,1024,0,,,,,
AN,1006,0.0003,original,8,100,0.3020908758361792,0.7142560377497925,0.00030000000000002334,0.02644662687453625,positive,True,0.89,,0.10999999999999999,0.78,16,8,0.0665053699429499,0.61,,0.39,0.39
AN,1006,0.0003,original,32,100,0.3020908758361792,0.7142560377497925,0.00030000000000002334,0.02644662687453625,positive,True,0.72,,0.28,0.27,64,32,0.0665053699429499,0.75,,0.25,0.25
AN,1006,0.0003,original,128,100,0.3020908758361792,0.7142560377497925,0.00030000000000002334,0.02644662687453625,positive,True,0.76,,0.24,0.01,256,128,0.0665053699429499,0.85,,0.15000000000000002,0.15000000000000002
AN,1006,0.0003,original,512,100,0.3020908758361792,0.7142560377497925,0.00030000000000002334,0.02644662687453625,positive,True,0.92,,0.07999999999999996,0.0,1024,512,0.0665053699429499,0.99,,0.010000000000000009,0.010000000000000009
AN,1006,0.0003,reversed,8,100,0.2979174182966976,0.685346043474177,0.0003054694662412569,-0.024239517329191995,negative,True,0.83,0.83,,0.77,16,8,-0.19838896014103827,0.18,0.18,,
AN,1006,0.0003,reversed,32,100,0.2979174182966976,0.685346043474177,0.0003054694662412569,-0.024239517329191995,negative,True,0.58,0.58,,0.29,64,32,-0.19838896014103827,0.06,0.06,,
AN,1006,0.0003,reversed,128,100,0.2979174182966976,0.685346043474177,0.0003054694662412569,-0.024239517329191995,negative,True,0.24,0.24,,0.0,256,128,-0.19838896014103827,0.0,0.0,,
AN,1006,0.0003,reversed,512,100,0.2979174182966976,0.685346043474177,0.0003054694662412569,-0.024239517329191995,negative,True,0.19,0.19,,0.0,1024,512,-0.19838896014103827,0.0,0.0,,
AN,1006,0.0003,near_zero,8,100,0.3000002086738113,0.70000144579469,3.0276594122596965e-12,2.538413064967493e-06,positive,True,1.0,,0.0,1.0,16,8,1.3244057086248418e-05,0.79,,0.20999999999999996,0.20999999999999996
AN,1006,0.0003,near_zero,32,100,0.3000002086738113,0.70000144579469,3.0276594122596965e-12,2.538413064967493e-06,positive,True,1.0,,0.0,1.0,64,32,1.3244057086248418e-05,0.86,,0.14,0.14
AN,1006,0.0003,near_zero,128,100,0.3000002086738113,0.70000144579469,3.0276594122596965e-12,2.538413064967493e-06,positive,True,1.0,,0.0,1.0,256,128,1.3244057086248418e-05,0.98,,0.020000000000000018,0.020000000000000018
AN,1006,0.0003,near_zero,512,100,0.3000002086738113,0.70000144579469,3.0276594122596965e-12,2.538413064967493e-06,positive,True,1.0,,0.0,1.0,1024,512,1.3244057086248418e-05,1.0,,0.0,0.0
SA,1006,0.0003,original,8,100,0.3020853622475396,0.7142565589302063,0.00030000000000000496,0.026445900197556105,positive,True,0.89,,0.10999999999999999,0.78,16,8,0.06645110565698648,0.6,,0.4,0.4
SA,1006,0.0003,original,32,100,0.3020853622475396,0.7142565589302063,0.00030000000000000496,0.026445900197556105,positive,True,0.72,,0.28,0.27,64,32,0.06645110565698648,0.75,,0.25,0.25
SA,1006,0.0003,original,128,100,0.3020853622475396,0.7142565589302063,0.00030000000000000496,0.026445900197556105,positive,True,0.76,,0.24,0.01,256,128,0.06645110565698648,0.84,,0.16000000000000003,0.16000000000000003
SA,1006,0.0003,original,512,100,0.3020853622475396,0.7142565589302063,0.00030000000000000496,0.026445900197556105,positive,True,0.92,,0.07999999999999996,0.0,1024,512,0.06645110565698648,0.99,,0.010000000000000009,0.010000000000000009
SA,1006,0.0003,reversed,8,100,0.2979228882864629,0.6853454927924653,0.0003054701624793935,-0.024239990774872988,negative,True,0.83,0.83,,0.77,16,8,-0.20720297679294258,0.16,0.16,,
SA,1006,0.0003,reversed,32,100,0.2979228882864629,0.6853454927924653,0.0003054701624793935,-0.024239990774872988,negative,True,0.58,0.58,,0.29,64,32,-0.20720297679294258,0.05,0.05,,
SA,1006,0.0003,reversed,128,100,0.2979228882864629,0.6853454927924653,0.0003054701624793935,-0.024239990774872988,negative,True,0.24,0.24,,0.0,256,128,-0.20720297679294258,0.0,0.0,,
SA,1006,0.0003,reversed,512,100,0.2979228882864629,0.6853454927924653,0.0003054701624793935,-0.024239990774872988,negative,True,0.19,0.19,,0.0,1024,512,-0.20720297679294258,0.0,0.0,,
SA,1006,0.0003,near_zero,8,100,0.30000020812462513,0.700001445848316,3.0276247996241477e-12,2.5384002812489648e-06,positive,True,1.0,,0.0,1.0,16,8,1.3682000363140772e-05,0.79,,0.20999999999999996,0.20999999999999996
SA,1006,0.0003,near_zero,32,100,0.30000020812462513,0.700001445848316,3.0276247996241477e-12,2.5384002812489648e-06,positive,True,1.0,,0.0,1.0,64,32,1.3682000363140772e-05,0.86,,0.14,0.14
SA,1006,0.0003,near_zero,128,100,0.30000020812462513,0.700001445848316,3.0276247996241477e-12,2.5384002812489648e-06,positive,True,1.0,,0.0,1.0,256,128,1.3682000363140772e-05,0.98,,0.020000000000000018,0.020000000000000018
SA,1006,0.0003,near_zero,512,100,0.30000020812462513,0.700001445848316,3.0276247996241477e-12,2.5384002812489648e-06,positive,True,1.0,,0.0,1.0,1024,512,1.3682000363140772e-05,1.0,,0.0,0.0
DA,1006,0.0003,original,8,100,0.3128812043816,0.7099904299846781,0.0003000000000000367,0.021724651165321185,positive,False,0.93,,0.06999999999999995,0.83,16,0,,,,,
DA,1006,0.0003,original,32,100,0.3128812043816,0.7099904299846781,0.0003000000000000367,0.021724651165321185,positive,False,0.77,,0.22999999999999998,0.25,64,0,,,,,
DA,1006,0.0003,original,128,100,0.3128812043816,0.7099904299846781,0.0003000000000000367,0.021724651165321185,positive,False,0.66,,0.33999999999999997,0.0,256,0,,,,,
DA,1006,0.0003,original,512,100,0.3128812043816,0.7099904299846781,0.0003000000000000367,0.021724651165321185,positive,False,0.83,,0.17000000000000004,0.0,1024,0,,,,,
DA,1006,0.0003,reversed,8,100,0.28742727530679385,0.6898157703325785,0.0002993686679468255,-0.01802685112962288,negative,False,0.83,0.83,,0.74,16,0,,,,,
DA,1006,0.0003,reversed,32,100,0.28742727530679385,0.6898157703325785,0.0002993686679468255,-0.01802685112962288,negative,False,0.52,0.52,,0.21,64,0,,,,,
DA,1006,0.0003,reversed,128,100,0.28742727530679385,0.6898157703325785,0.0002993686679468255,-0.01802685112962288,negative,False,0.33,0.33,,0.0,256,0,,,,,
DA,1006,0.0003,reversed,512,100,0.28742727530679385,0.6898157703325785,0.0002993686679468255,-0.01802685112962288,negative,False,0.28,0.28,,0.0,1024,0,,,,,
DA,1006,0.0003,near_zero,8,100,0.3000012729006568,0.7000010088329023,2.9970133569132984e-12,1.9876800536611228e-06,positive,False,1.0,,0.0,1.0,16,0,,,,,
DA,1006,0.0003,near_zero,32,100,0.3000012729006568,0.7000010088329023,2.9970133569132984e-12,1.9876800536611228e-06,positive,False,1.0,,0.0,1.0,64,0,,,,,
DA,1006,0.0003,near_zero,128,100,0.3000012729006568,0.7000010088329023,2.9970133569132984e-12,1.9876800536611228e-06,positive,False,1.0,,0.0,1.0,256,0,,,,,
DA,1006,0.0003,near_zero,512,100,0.3000012729006568,0.7000010088329023,2.9970133569132984e-12,1.9876800536611228e-06,positive,False,1.0,,0.0,1.0,1024,0,,,,,
AN,1007,0.0003,original,8,100,0.304139464279397,0.7139646898191152,0.00030000000000001033,0.026536852176228976,positive,True,0.89,,0.10999999999999999,0.7,16,8,0.06578309683058753,0.64,,0.36,0.36
AN,1007,0.0003,original,32,100,0.304139464279397,0.7139646898191152,0.00030000000000001033,0.026536852176228976,positive,True,0.76,,0.24,0.28,64,32,0.06578309683058753,0.73,,0.27,0.27
AN,1007,0.0003,original,128,100,0.304139464279397,0.7139646898191152,0.00030000000000001033,0.026536852176228976,positive,True,0.75,,0.25,0.02,256,128,0.06578309683058753,0.9,,0.09999999999999998,0.09999999999999998
AN,1007,0.0003,original,512,100,0.304139464279397,0.7139646898191152,0.00030000000000001033,0.026536852176228976,positive,True,0.91,,0.08999999999999997,0.0,1024,512,0.06578309683058753,0.98,,0.020000000000000018,0.020000000000000018
AN,1007,0.0003,reversed,8,100,0.29589291879855717,0.6856537072703637,0.00030506196737970604,-0.023897753958749934,negative,True,0.89,0.89,,0.79,16,8,-0.20831140411508764,0.15,0.15,,
AN,1007,0.0003,reversed,32,100,0.29589291879855717,0.6856537072703637,0.00030506196737970604,-0.023897753958749934,negative,True,0.48,0.48,,0.25,64,32,-0.20831140411508764,0.03,0.03,,
AN,1007,0.0003,reversed,128,100,0.29589291879855717,0.6856537072703637,0.00030506196737970604,-0.023897753958749934,negative,True,0.25,0.25,,0.0,256,128,-0.20831140411508764,0.0,0.0,,
AN,1007,0.0003,reversed,512,100,0.29589291879855717,0.6856537072703637,0.00030506196737970604,-0.023897753958749934,negative,True,0.12,0.12,,0.0,1024,512,-0.20831140411508764,0.0,0.0,,
AN,1007,0.0003,near_zero,8,100,0.30000041233432456,0.7000014158260986,3.0255704809504084e-12,2.5257321538685318e-06,positive,True,1.0,,0.0,1.0,16,8,1.3704012405747338e-05,0.78,,0.21999999999999997,0.21999999999999997
AN,1007,0.0003,near_zero,32,100,0.30000041233432456,0.7000014158260986,3.0255704809504084e-12,2.5257321538685318e-06,positive,True,1.0,,0.0,1.0,64,32,1.3704012405747338e-05,0.88,,0.12,0.12
AN,1007,0.0003,near_zero,128,100,0.30000041233432456,0.7000014158260986,3.0255704809504084e-12,2.5257321538685318e-06,positive,True,1.0,,0.0,1.0,256,128,1.3704012405747338e-05,0.99,,0.010000000000000009,0.010000000000000009
AN,1007,0.0003,near_zero,512,100,0.30000041233432456,0.7000014158260986,3.0255704809504084e-12,2.5257321538685318e-06,positive,True,1.0,,0.0,1.0,1024,512,1.3704012405747338e-05,1.0,,0.0,0.0
SA,1007,0.0003,original,8,100,0.3041464160799611,0.7139633630258629,0.0003000000000000124,0.026536531569758992,positive,True,0.89,,0.10999999999999999,0.7,16,8,0.0654865518487297,0.63,,0.37,0.37
SA,1007,0.0003,original,32,100,0.3041464160799611,0.7139633630258629,0.0003000000000000124,0.026536531569758992,positive,True,0.76,,0.24,0.28,64,32,0.0654865518487297,0.73,,0.27,0.27
SA,1007,0.0003,original,128,100,0.3041464160799611,0.7139633630258629,0.0003000000000000124,0.026536531569758992,positive,True,0.75,,0.25,0.02,256,128,0.0654865518487297,0.9,,0.09999999999999998,0.09999999999999998
SA,1007,0.0003,original,512,100,0.3041464160799611,0.7139633630258629,0.0003000000000000124,0.026536531569758992,positive,True,0.91,,0.08999999999999997,0.0,1024,512,0.0654865518487297,0.98,,0.020000000000000018,0.020000000000000018
SA,1007,0.0003,reversed,8,100,0.29588607543048984,0.6856551075633565,0.0003050600537903549,-0.023896025812391142,negative,True,0.89,0.89,,0.79,16,8,-0.21849739579357552,0.14,0.14,,
SA,1007,0.0003,reversed,32,100,0.29588607543048984,0.6856551075633565,0.0003050600537903549,-0.023896025812391142,negative,True,0.48,0.48,,0.25,64,32,-0.21849739579357552,0.03,0.03,,
SA,1007,0.0003,reversed,128,100,0.29588607543048984,0.6856551075633565,0.0003050600537903549,-0.023896025812391142,negative,True,0.25,0.25,,0.0,256,128,-0.21849739579357552,0.0,0.0,,
SA,1007,0.0003,reversed,512,100,0.29588607543048984,0.6856551075633565,0.0003050600537903549,-0.023896025812391142,negative,True,0.12,0.12,,0.0,1024,512,-0.21849739579357552,0.0,0.0,,
SA,1007,0.0003,near_zero,8,100,0.3000004130241181,0.7000014156896641,3.0254868907840303e-12,2.5256288416763972e-06,positive,True,1.0,,0.0,1.0,16,8,1.419843232789554e-05,0.78,,0.21999999999999997,0.21999999999999997
SA,1007,0.0003,near_zero,32,100,0.3000004130241181,0.7000014156896641,3.0254868907840303e-12,2.5256288416763972e-06,positive,True,1.0,,0.0,1.0,64,32,1.419843232789554e-05,0.88,,0.12,0.12
SA,1007,0.0003,near_zero,128,100,0.3000004130241181,0.7000014156896641,3.0254868907840303e-12,2.5256288416763972e-06,positive,True,1.0,,0.0,1.0,256,128,1.419843232789554e-05,0.99,,0.010000000000000009,0.010000000000000009
SA,1007,0.0003,near_zero,512,100,0.3000004130241181,0.7000014156896641,3.0254868907840303e-12,2.5256288416763972e-06,positive,True,1.0,,0.0,1.0,1024,512,1.419843232789554e-05,1.0,,0.0,0.0
