experiment,method,label,actor_class,sample_episodes,fit_steps,direction_method,smoke_only,metric,mean,std,independent_units,ci95_low,ci95_high,interval_unit,small_sample
P-EA,AN,mc_raw,shared_offset,2048,100,AN,False,old_new_kl,0.0002564365108527781,3.796828893955447e-05,20,0.00024048538181581098,0.0002731352990779191,training_seed_or_data_batch,False
P-EA,AN,mc_raw,shared_offset,2048,100,AN,False,direction_realization_residual,0.01836834981143648,0.0047993939611579,20,0.016344112884101845,0.020297800923631232,training_seed_or_data_batch,False
P-EA,AN,mc_raw,shared_offset,2048,100,AN,False,seconds,0.01985125499195419,0.00451563820740495,20,0.018035782750666838,0.02186387698384351,training_seed_or_data_batch,False
P-EA,AN,mc_raw,shared_offset,2048,100,AN,False,learned_q_0,0.0699898847449624,0.03371911298896812,20,0.056316260990376996,0.08453654727028094,training_seed_or_data_batch,False
P-EA,AN,mc_raw,shared_offset,2048,100,AN,False,learned_q_1,0.3692935409644048,0.021207155992480905,20,0.360408145998457,0.378259362282867,training_seed_or_data_batch,False
P-EA,AN,mc_raw,shared_offset,2048,100,AN,False,candidate_p_0,0.31045879308574864,0.0007966655498656177,20,0.3101217426007016,0.3108076063507218,training_seed_or_data_batch,False
P-EA,AN,mc_raw,shared_offset,2048,100,AN,False,candidate_p_1,0.7102534247143849,0.0007662841015156376,20,0.7099289575112979,0.7105889403821554,training_seed_or_data_batch,False
P-EA,AN,mc_raw,shared_offset,2048,100,AN,False,source_direction_error,0.0006553232254683497,0.0004983222221628919,20,0.00046233315134882756,0.0008889429804766495,training_seed_or_data_batch,False
P-EA,AN,mc_raw,shared_offset,2048,100,AN,False,source_exact_score,0.06587267677453158,0.000498322222162897,20,0.06563905701952329,0.0660656668486511,training_seed_or_data_batch,False
P-EA,AN,mc_raw,shared_offset,2048,100,AN,False,additional_training_environment_steps,0.0,0.0,20,0.0,0.0,training_seed_or_data_batch,False
P-EA,AN,mc_raw,shared_offset,2048,100,AN,False,replayed_source_episodes,2048.0,0.0,20,2048.0,2048.0,training_seed_or_data_batch,False
P-EA,AN,mc_raw,shared_offset,2048,100,AN,False,report_validation_episodes,500.0,0.0,20,500.0,500.0,training_seed_or_data_batch,False
P-EA,AN,mc_raw,shared_offset,2048,1000,AN,False,source_steps_total,2548.0,0.0,20,2548.0,2548.0,training_seed_or_data_batch,False
P-EA,AN,mc_raw,shared_offset,2048,1000,AN,False,eta,0.10000000000000002,1.4238309865648918e-17,20,0.10000000000000002,0.10000000000000002,training_seed_or_data_batch,False
